7269956,313102557,40
313102557,4284166070,40
4284166070,2427325843,40
7270081,48964242,10
48964242,304898171,10
304898171,301673164,10
301673164,7270001,10
7270001,7270002,10
7270052,7270058,10
9821941,1164555787,30
1164555787,3985365078,30
3985365078,9821946,30
9821946,3985365080,30
3985365080,9821953,30
9821953,1164555734,30
1164555734,50078309,30
50078309,9821957,20
9821957,1558669542,20
1558669542,9821963,20
9821963,26308175,20
26308175,1558669521,20
1558669521,1164555600,20
1164555600,9822002,20
9822002,9821997,20
9821997,26308177,20
26308177,26308178,20
26308178,9821991,20
9821991,2429883680,20
2429883680,1164555717,20
1164555717,1558669383,20
1558669383,1164555652,30
1164555652,1558669374,30
1558669374,9821987,30
9821987,1164555535,30
1164555535,9790543,30
9790543,533974580,30
533974580,1164555816,30
1164555816,9821920,30
9821920,9821926,30
9821926,317434506,30
317434506,9821931,30
9821931,1558669524,30
9821991,1164555853,20
1164555853,1560666989,30
1560666989,1164555629,30
1164555629,9790569,30
9790569,1743196177,30
1743196177,1414717750,40
1414717750,9790567,40
9790567,364008713,40
364008713,9790563,40
495393771,495393768,20
495393768,624784756,10
624784756,495393767,10
59850316,2125804758,30
2125804758,2125804740,30
2125804740,495393696,30
495393696,495393756,30
495393756,495393708,30
495393708,495393718,20
13891960,13891965,50
13891961,13891970,50
13891970,13891971,50
13891971,13891972,50
13891972,13891973,50
13891973,13891967,50
13891982,13891962,50
13891962,13891974,50
13891974,13891975,50
13891975,13891976,50
13891976,13891977,50
13891977,1696126761,50
1696126761,13891968,50
13891969,4608078897,50
4608078897,13891983,50
13891983,13891984,50
13891985,13891983,50
13891988,13891987,50
13891987,13891989,50
13891963,1696126793,50
1696126793,1696126763,50
1696126763,1696126788,50
1696126788,13891981,50
13891981,13891995,50
13891995,13891980,50
13891980,13891979,50
13891979,1696126795,50
1696126795,13891978,50
1305272185,418047,40
20621530,20621517,50
20621534,20621514,50
20621540,4026508491,50
4026508491,20621542,50
20621542,20621504,50
20621564,20621559,50
20621561,20621563,50
21285388,20621576,50
20621584,20621585,50
13891982,1473104037,50
1473104037,20694185,50
21029314,3626098155,40
3626098155,21029315,40
21029315,1643851241,40
1643851241,1152071968,40
1152071968,21029317,30
21029317,21029318,20
21029318,1152071916,20
1152071916,1152071925,20
1152071925,21029319,20
21029319,21029320,30
21029320,1150101886,30
1150101886,21029321,30
21029321,1653905076,30
1653905076,21029322,30
21029322,1653905091,30
1653905091,21029323,30
21029323,3625719132,40
3625719132,1797591915,40
1797591915,3626098154,40
3626098154,21029324,40
21029324,3626098152,40
3626098152,21029325,40
21029325,4243961199,50
4243961199,1744769245,50
1744769245,1643830814,50
1643830814,1797591937,50
1797591937,1160269648,50
1160269648,26653372,50
26653372,1797591935,50
1797591935,21029314,40
21298211,21093215,50
21093215,21298230,50
21298230,21298216,50
21298216,21298221,50
21298221,21029395,50
21029395,34787954,50
34787954,34787956,50
34787956,297624112,50
297624112,45816385,50
45816385,21093225,50
21093225,21298218,50
21298218,21285386,50
