3123186,3070307879,20
29367452,1718406680,20
1718406680,1718406676,20
1718406676,1718406672,20
1718406672,29367453,20
29367453,1718406652,20
1718406652,312898597,20
312898597,29367454,20
29367454,312898599,20
312898599,29367455,20
29367455,332277306,20
332277306,312898506,20
312898506,312898574,20
312898574,1718406724,20
1718406724,1718406731,20
1718406731,1718406739,20
1718406739,1718406741,20
1718406741,29367458,20
329581936,1270857615,20
1270857615,1270857630,20
1270857630,1270857621,20
1270857621,30106152,20
30106152,29394919,20
29394919,2338700783,20
2338700783,329581936,20
30106160,30109782,20
30106150,30106388,20
314428164,322879515,20
322879515,1038569553,20
887126092,919100101,20
30106144,2400222170,20
2400222170,3542443957,20
1633693655,1633693650,20
1633693650,30106141,20
29367461,4673370455,20
4673370455,1718406665,20
1718406665,1718406646,20
1718406646,1718406644,20
1718406644,332268474,20
332268474,312876457,20
312876457,29367462,20
29367462,312876458,20
312876458,4776667596,20
4776667596,1718406621,20
1718406621,1718406622,20
29367471,1718406603,20
1718406603,29367472,20
29367472,1718406607,20
1718406607,4671772207,20
4671772207,29367473,20
29367473,4787246402,20
4787246402,29367474,20
29367474,29367469,20
29367467,1718406664,20
331568453,4274479231,20
4274479231,4274479228,20
21557446,312887804,20
312887804,21557450,20
21557450,3790776681,20
3790776681,21557447,20
21557447,332315017,20
332315017,312888840,20
312888840,21557451,20
21557451,312887806,20
312887806,21557445,20
21557445,312887808,20
312887808,332314597,20
332314597,21557449,20
21557449,4553535090,20
4553535090,1039830875,20
1039830875,312887810,20
312887810,21557448,20
21557448,3790776679,20
3790776679,312887812,20
312887812,21557452,20
21557452,312888751,20
312888751,3790776680,20
3790776680,332314598,20
332314598,21557446,20
332314598,3707300290,20
3707300290,29367538,20
29367538,1055328719,20
1055328719,902478774,20
902478774,29367541,20
29367541,902475375,20
902475375,312890074,20
3123194,3123212,20
312888815,21557444,20
1258101934,2067006624,20
2067006624,30106135,20
30106136,1322655600,20
1322655600,946988679,20
946988679,30106138,20
30106138,4741390413,20
4741390413,30106139,20
30106139,2348097464,20
2348097464,314421637,20
29820442,947001564,20
947001564,30106169,20
30106169,331568206,20
331568206,2338700886,20
367040651,1038569548,20
1038569548,322878041,20
322879090,322879515,20
322879515,30111626,20
30111626,901665912,20
901665912,30111627,20
30111627,1572808267,20
1572808267,30111628,20
30111628,1572808259,20
1572808259,30111629,20
30111629,977483875,20
977483875,313422910,20
313422910,1363457095,20
1363457095,977483884,20
267955181,4613078436,20
4613078436,907377927,20
907377927,313421590,20
313421590,30106161,20
332315017,312888815,20
974980621,975158522,20
975158522,4553517880,20
3445652018,204154171,20
204154171,3697759488,20
3697759488,204146031,20
204146031,316332761,20
204034895,316211708,20
